08VT_GB01DI-02.UNIT07@BLOCK4;08VT_LP02AO-05.UNIT07@BLOCK4;
2020-06-26 21:33:46;0.156;
2020-06-27 00:27:39;0.271;
2020-06-27 01:42:31;0.22499999;
2020-06-27 17:43:25;0.15700001;
2020-06-29 21:32:44;0.29300001;
2020-07-02 01:56:37;0.118;
2020-07-03 08:46:03;0.28099999;
2020-07-03 10:39:54;0.176;
2020-07-03 23:43:55;0.34;
2020-07-06 14:16:25;0.266;
2020-07-06 18:43:31;0.79500002;
2020-07-08 01:50:27;0.229;
2020-07-08 14:17:20;0.211;
2020-07-10 15:27:24;0.098999999;
2020-07-10 23:54:13;0.146;
2020-07-15 03:13:58;0.20999999;
2020-07-16 01:05:41;0.22499999;
2020-07-17 23:44:17;0.090000004;
2020-07-22 02:21:11;0.226;
2020-07-24 03:43:44;0.26499999;
2020-07-27 02:31:59;0.108;
2020-07-27 13:45:20;0.132;
2020-07-28 01:38:28;0.26300001;
2020-07-28 13:45:28;0.727;
2020-07-30 01:21:21;0.236;
2020-07-31 00:55:19;0.22;
2020-08-01 05:00:37;0.223;
2020-08-01 13:55:30;0.41800001;
2020-08-05 19:46:45;0.233;
2020-08-06 15:03:34;0.138;
2020-08-10 03:50:58;0.169;
2020-08-10 16:33:01;0.28200001;
2020-08-12 16:38:38;0.114;
2020-08-17 01:57:36;0.13699999;
2020-08-24 06:11:48;0.248;
2020-08-26 01:15:07;0.233;
2020-08-30 14:13:26;0.25999999;
2020-08-31 07:39:35;0.454;
2020-09-01 01:31:11;0.236;
2020-09-03 15:31:56;0.177;
2020-09-04 12:12:31;0.32600001;
2020-09-04 23:18:59;0.182;
2020-09-08 05:46:17;0.32699999;
2020-09-08 08:43:38;0.19599999;
2020-09-09 19:19:50;0.226;
2020-09-11 15:41:20;0.12;
2020-09-12 12:27:03;0.21600001;
2020-09-13 10:05:20;0.248;
2020-09-14 10:46:29;0.252;
2020-09-14 11:47:57;0.17900001;
2020-09-14 19:03:52;0.26699999;
2020-09-15 05:03:22;0.15800001;
2020-09-15 21:31:10;0.26499999;
2020-09-16 02:45:05;0.155;
2020-09-16 20:28:15;0.59899998;
2020-09-19 02:41:30;0.36500001;
2020-09-20 10:13:29;0.191;
2020-09-20 23:35:35;0.458;
2020-09-22 01:24:51;0.191;
2020-09-26 03:09:08;0.192;
2020-09-29 19:06:28;0.119;
2020-10-02 08:56:17;0.184;
2020-10-03 07:00:44;0.134;
2020-10-05 17:12:27;0.109;
2020-10-06 21:21:28;0.18099999;
2020-10-09 08:35:06;0.29300001;
2020-10-09 12:34:56;0.132;
2020-10-09 22:31:58;0.15700001;
2020-10-11 01:48:03;0.184;
2020-10-12 01:35:21;0.228;
2020-10-22 14:34:31;0.0;
2020-10-22 14:36:48;0.0;
2020-10-22 14:37:34;0.0;
2020-10-22 14:41:10;0.0;
2020-10-22 14:46:19;0.0;
2020-10-23 23:51:05;0.156;
2020-10-24 11:30:18;0.34299999;
2020-10-24 12:07:51;0.32699999;
2020-10-28 17:54:13;0.15000001;
2020-10-29 22:19:59;0.27900001;
2020-10-30 01:26:39;0.214;
2020-10-30 15:13:52;0.169;
2020-11-02 19:12:38;0.081;
2020-11-04 00:40:57;0.133;
2020-11-04 22:43:32;0.252;
2020-11-05 17:31:46;0.296;
2020-11-06 19:49:57;0.182;
2020-11-06 20:19:02;0.32300001;
2020-11-07 13:32:31;0.163;
2020-11-08 21:59:34;0.206;
2020-11-09 23:46:50;0.35800001;
2020-11-10 21:24:18;0.27500001;
2020-11-11 18:05:08;0.109;
2020-11-12 23:33:10;0.191;
2020-11-13 23:56:20;0.1;
2020-11-14 16:30:52;0.199;
2020-11-15 20:39:02;0.20100001;
2020-11-16 03:35:29;0.131;
2020-11-17 03:31:44;0.237;
2020-11-19 17:18:54;0.28099999;
2020-11-21 00:34:07;0.039999999;
2020-11-22 21:45:29;0.145;
2020-11-25 00:16:33;0.41600001;
2020-11-26 12:46:36;0.199;
2020-11-29 15:08:11;0.244;
2020-11-30 10:01:27;0.25999999;
2020-12-04 09:22:26;0.21799999;
2020-12-05 09:04:46;0.22400001;
2020-12-08 18:14:31;0.15000001;
2020-12-09 08:23:06;0.184;
2020-12-10 18:30:40;0.207;
2020-12-11 07:13:43;0.69;
2020-12-11 17:49:16;0.23800001;
2020-12-13 08:08:42;0.244;
2020-12-14 18:18:44;0.167;
2020-12-16 04:16:48;0.211;
