09VT_GB01DI-02.UNIT09@BLOCK5;09VT_LP02AO-05.UNIT09@BLOCK5;
2020-09-29 01:51:51;0.178;
2020-09-30 02:39:50;0.347;
2020-10-01 00:10:13;0.23999999;
2020-10-01 19:32:40;0.271;
2020-10-06 01:44:52;0.142;
2020-10-06 17:39:59;0.373;
2020-10-08 14:30:23;0.109;
2020-10-09 04:36:44;0.138;
2020-10-09 08:35:44;0.15000001;
2020-10-09 16:48:54;0.22;
2020-10-09 22:32:09;0.206;
2020-10-12 06:02:20;0.154;
2020-10-13 04:48:56;0.354;
2020-10-14 06:29:08;0.2;
2020-10-15 01:38:19;0.442;
2020-10-15 06:44:22;0.48199999;
2020-10-16 07:32:34;0.301;
2020-10-16 23:28:51;0.264;
2020-10-18 07:09:14;0.278;
2020-10-18 15:20:03;0.207;
2020-10-19 23:22:37;0.113;
2020-10-20 10:56:53;0.56599998;
2020-10-21 22:26:40;0.221;
2020-10-22 00:59:39;0.164;
2020-10-22 23:13:59;0.115;
2020-10-23 07:41:25;0.255;
2020-10-24 10:53:19;0.301;
2020-10-27 00:17:57;0.19;
2020-10-27 17:46:07;0.214;
2020-10-30 00:20:32;0.226;
2020-10-31 22:51:19;0.115;
2020-11-02 21:54:56;0.147;
2020-11-03 16:41:34;0.15000001;
2020-11-04 14:47:02;0.43200001;
2020-11-05 15:50:31;0.112;
2020-11-06 15:32:51;0.19499999;
2020-11-06 19:06:38;0.18000001;
2020-11-07 09:39:27;0.176;
2020-11-07 23:07:03;0.20299999;
2020-11-08 21:59:40;0.22;
2020-11-09 08:28:44;0.28600001;
2020-11-09 16:40:16;0.156;
2020-11-10 22:43:35;0.107;
2020-11-12 01:09:22;0.127;
2020-11-12 11:45:58;0.18700001;
2020-11-14 04:05:09;0.338;
2020-11-15 03:45:22;0.278;
